pcap_file,mode,ip_version,encryption,dh_group,pfs,traffic_type
tunnel_456_AES-256-GCM_20_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,True,Video
tunnel_457_AES-256-CBC_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,Email
tunnel_458_AES-256-CBC_19_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,Video
tunnel_459_AES-256-CBC_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,ICMP
tunnel_460_AES-128-CBC_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,20,False,Email
tunnel_461_AES-256-CBC_20_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,True,WhatsApp
tunnel_462_AES-128-CBC_14_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,Video
tunnel_463_3DES_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,True,Web
tunnel_464_AES-128-CBC_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,False,VoIP
tunnel_465_AES-256-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,True,Web
tunnel_466_AES-128-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,False,Web
tunnel_467_AES-128-CBC_20_Video_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,20,True,Video
tunnel_468_AES-256-GCM_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,Email
tunnel_469_3DES_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,False,VoIP
tunnel_470_AES-128-CBC_19_Email_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,19,False,Email
tunnel_471_AES-256-GCM_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,False,Video
tunnel_472_AES-256-CBC_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,False,VoIP
tunnel_473_AES-256-CBC_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Video
tunnel_474_3DES_19_Video_IPv4_Transport.pcap,Transport,IPv4,3DES,19,False,Video
tunnel_475_AES-256-CBC_20_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,Video
tunnel_476_AES-256-CBC_20_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,False,ICMP
tunnel_477_AES-256-CBC_19_WhatsApp_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,False,WhatsApp
tunnel_478_AES-256-GCM_14_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,False,Web
tunnel_479_AES-128-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,False,Web
tunnel_480_AES-256-GCM_20_WhatsApp_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,False,WhatsApp
tunnel_481_AES-256-CBC_14_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,False,WhatsApp
tunnel_482_AES-256-GCM_20_WhatsApp_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,True,WhatsApp
tunnel_483_AES-256-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,True,Web
tunnel_484_AES-256-CBC_19_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Web
tunnel_485_AES-256-GCM_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,VoIP
tunnel_486_AES-256-CBC_14_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,True,Video
tunnel_487_AES-256-CBC_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,VoIP
tunnel_488_AES-256-CBC_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,True,Video
tunnel_489_AES-256-CBC_14_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,False,VoIP
tunnel_490_3DES_14_Email_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Email
tunnel_491_AES-256-CBC_14_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,False,VoIP
tunnel_492_AES-256-GCM_19_WhatsApp_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,False,WhatsApp
tunnel_493_AES-128-CBC_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,ICMP
tunnel_494_AES-256-CBC_19_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,VoIP
tunnel_495_3DES_14_Web_IPv4_Transport.pcap,Transport,IPv4,3DES,14,False,Web
tunnel_496_AES-256-GCM_14_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,False,Video
tunnel_497_AES-256-GCM_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,False,Email
tunnel_498_AES-256-GCM_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,ICMP
tunnel_499_AES-256-GCM_19_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Email
tunnel_100_3DES_20_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,Video
tunnel_100_AES-256-CBC_19_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,True,Email
tunnel_101_AES-128-CBC_14_Email_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,Email
tunnel_101_AES-128-CBC_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Email
tunnel_102_AES-256-CBC_14_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,True,Video
tunnel_102_AES-256-GCM_20_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,Video
tunnel_103_AES-256-CBC_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,Email
tunnel_103_AES-256-CBC_20_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,VoIP
tunnel_104_3DES_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,VoIP
tunnel_104_AES-128-CBC_20_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,20,True,VoIP
tunnel_105_AES-256-CBC_20_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,Video
tunnel_105_AES-256-GCM_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Email
tunnel_106_AES-128-CBC_19_Video_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,Video
tunnel_106_AES-256-GCM_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,Web
tunnel_107_3DES_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,VoIP
tunnel_107_AES-256-CBC_20_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,ICMP
tunnel_108_AES-256-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,Web
tunnel_108_AES-256-GCM_20_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Web
tunnel_109_3DES_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,VoIP
tunnel_109_AES-128-CBC_14_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,ICMP
tunnel_10_AES-256-CBC_20_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,VoIP
tunnel_10_AES-256-CBC_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,20,True,VoIP
tunnel_110_3DES_14_Email_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,Email
tunnel_110_3DES_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,VoIP
tunnel_111_AES-256-GCM_19_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Web
tunnel_111_AES-256-GCM_20_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,Web
tunnel_112_3DES_20_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,Email
tunnel_112_AES-256-GCM_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,VoIP
tunnel_113_AES-128-CBC_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,ICMP
tunnel_113_AES-128-CBC_19_Email_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,19,True,Email
tunnel_114_3DES_19_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,Video
tunnel_114_AES-256-GCM_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,True,Web
tunnel_115_AES-256-GCM_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Email
tunnel_115_AES-256-GCM_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Video
tunnel_116_AES-128-CBC_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,True,VoIP
tunnel_116_AES-128-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,Web
tunnel_117_AES-256-GCM_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Web
tunnel_117_AES-256-GCM_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,True,VoIP
tunnel_118_3DES_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,20,True,VoIP
tunnel_118_AES-256-GCM_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Video
tunnel_119_AES-256-CBC_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Video
tunnel_119_AES-256-CBC_19_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,Video
tunnel_11_AES-128-CBC_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,VoIP
tunnel_11_AES-256-GCM_19_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,19,True,Video
tunnel_120_AES-256-GCM_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,Email
tunnel_120_AES-256-GCM_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,VoIP
tunnel_121_3DES_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,True,ICMP
tunnel_121_3DES_14_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Video
tunnel_122_3DES_14_ICMP_IPv4_Transport.pcap,Transport,IPv4,3DES,14,True,ICMP
tunnel_122_AES-256-CBC_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,True,ICMP
tunnel_123_AES-128-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,Email
tunnel_123_AES-128-CBC_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,Email
tunnel_124_AES-128-CBC_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,VoIP
tunnel_124_AES-128-CBC_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,True,VoIP
tunnel_125_AES-128-CBC_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,ICMP
tunnel_125_AES-256-GCM_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Video
tunnel_126_3DES_19_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,Video
tunnel_126_AES-256-GCM_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,VoIP
tunnel_127_AES-128-CBC_14_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,ICMP
tunnel_127_AES-256-CBC_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Video
tunnel_128_3DES_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,VoIP
tunnel_128_AES-128-CBC_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,VoIP
tunnel_129_3DES_19_Email_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,Email
tunnel_129_AES-256-GCM_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Web
tunnel_12_3DES_19_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,ICMP
tunnel_12_AES-256-GCM_19_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,True,Email
tunnel_130_3DES_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,VoIP
tunnel_130_AES-128-CBC_20_Email_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,20,True,Email
tunnel_131_AES-256-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,True,Email
tunnel_131_AES-256-GCM_20_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,20,True,VoIP
tunnel_132_AES-256-CBC_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,VoIP
tunnel_132_AES-256-GCM_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Email
tunnel_133_AES-256-GCM_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Video
tunnel_133_AES-256-GCM_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,14,True,VoIP
tunnel_134_3DES_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,ICMP
tunnel_134_AES-128-CBC_20_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,20,True,ICMP
tunnel_135_AES-256-CBC_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,True,VoIP
tunnel_135_AES-256-GCM_20_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,True,Web
tunnel_136_AES-256-CBC_14_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,ICMP
tunnel_136_AES-256-CBC_20_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,True,Web
tunnel_137_AES-128-CBC_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,ICMP
tunnel_137_AES-256-GCM_19_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,Web
tunnel_138_AES-128-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,Web
tunnel_138_AES-256-CBC_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,14,True,VoIP
tunnel_139_AES-128-CBC_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,Web
tunnel_139_AES-256-CBC_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Video
tunnel_13_AES-256-CBC_20_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Video
tunnel_13_AES-256-GCM_20_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,Email
tunnel_140_AES-256-CBC_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,VoIP
tunnel_140_AES-256-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,Web
tunnel_141_AES-128-CBC_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,VoIP
tunnel_141_AES-256-GCM_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Web
tunnel_142_AES-256-GCM_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Web
tunnel_142_AES-256-GCM_20_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,VoIP
tunnel_143_AES-128-CBC_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,True,Web
tunnel_143_AES-256-CBC_19_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Video
tunnel_144_AES-256-CBC_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,Web
tunnel_144_AES-256-GCM_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Email
tunnel_145_AES-128-CBC_20_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,20,True,ICMP
tunnel_145_AES-256-CBC_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,Email
tunnel_146_AES-128-CBC_14_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,VoIP
tunnel_146_AES-256-GCM_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,VoIP
tunnel_147_AES-128-CBC_19_Web_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,19,True,Web
tunnel_147_AES-256-CBC_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,VoIP
tunnel_148_AES-128-CBC_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,Email
tunnel_148_AES-256-CBC_20_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,20,True,ICMP
tunnel_149_3DES_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,Video
tunnel_149_AES-256-GCM_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,20,True,ICMP
tunnel_14_AES-256-GCM_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Email
tunnel_14_AES-256-GCM_14_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,VoIP
tunnel_150_3DES_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,True,Email
tunnel_150_AES-256-CBC_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,19,True,Video
tunnel_151_3DES_14_Email_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Email
tunnel_151_AES-128-CBC_19_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,Web
tunnel_152_3DES_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,True,Video
tunnel_152_AES-256-GCM_20_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Web
tunnel_153_3DES_20_ICMP_IPv6_Transport.pcap,Transport,IPv6,3DES,20,True,ICMP
tunnel_153_AES-256-GCM_19_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,VoIP
tunnel_154_3DES_20_Email_IPv6_Transport.pcap,Transport,IPv6,3DES,20,True,Email
tunnel_154_AES-256-GCM_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Web
tunnel_155_AES-256-CBC_14_Video_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,14,True,Video
tunnel_155_AES-256-GCM_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,Email
tunnel_156_AES-256-CBC_20_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,20,True,ICMP
tunnel_156_AES-256-GCM_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,True,Video
tunnel_157_3DES_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,ICMP
tunnel_157_AES-128-CBC_19_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,True,Web
tunnel_158_AES-128-CBC_14_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Web
tunnel_158_AES-256-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,Web
tunnel_159_AES-128-CBC_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,14,True,Video
tunnel_159_AES-256-GCM_14_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,14,True,VoIP
tunnel_15_3DES_19_ICMP_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,ICMP
tunnel_15_AES-128-CBC_19_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,19,True,ICMP
tunnel_15_AES-128-CBC_20_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-128-CBC,20,True,Email
tunnel_160_AES-128-CBC_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,VoIP
tunnel_160_AES-256-CBC_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,Email
tunnel_161_3DES_19_Web_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,Web
tunnel_161_AES-256-CBC_19_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,VoIP
tunnel_162_AES-256-CBC_14_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,14,True,Video
tunnel_162_AES-256-CBC_19_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,19,True,Email
tunnel_163_3DES_14_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,14,True,VoIP
tunnel_163_AES-256-GCM_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,19,True,VoIP
tunnel_164_AES-256-GCM_14_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,14,True,ICMP
tunnel_164_AES-256-GCM_20_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Video
tunnel_165_3DES_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,VoIP
tunnel_165_AES-256-CBC_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-CBC,14,True,Email
tunnel_166_AES-256-CBC_19_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,Email
tunnel_166_AES-256-CBC_19_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,ICMP
tunnel_167_3DES_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,Video
tunnel_167_3DES_20_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,Email
tunnel_168_AES-128-CBC_20_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,20,True,Email
tunnel_168_AES-256-CBC_19_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,19,True,Web
tunnel_169_3DES_14_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,True,Email
tunnel_169_AES-256-CBC_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Email
tunnel_16_3DES_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,Web
tunnel_16_AES-128-CBC_20_ICMP_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,20,True,ICMP
tunnel_16_AES-256-CBC_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,VoIP
tunnel_170_3DES_19_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,3DES,19,True,VoIP
tunnel_170_AES-256-GCM_14_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,Email
tunnel_171_AES-256-CBC_20_Web_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,20,True,Web
tunnel_171_AES-256-GCM_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Email
tunnel_172_3DES_19_Video_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,Video
tunnel_172_AES-256-GCM_19_VoIP_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,VoIP
tunnel_173_AES-256-GCM_19_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-GCM,19,True,Video
tunnel_173_AES-256-GCM_20_VoIP_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,True,VoIP
tunnel_174_AES-128-CBC_19_Email_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,Email
tunnel_174_AES-256-GCM_14_VoIP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-256-GCM,14,True,VoIP
tunnel_175_AES-256-CBC_20_Email_IPv6_Tunnel.pcap,Tunnel,IPv6,AES-256-CBC,20,True,Email
tunnel_175_AES-256-GCM_20_Web_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,20,True,Web
tunnel_176_AES-128-CBC_14_Web_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,14,True,Web
tunnel_176_AES-256-CBC_19_Email_IPv4_Transport.pcap,Transport,IPv4,AES-256-CBC,19,True,Email
tunnel_177_3DES_19_Video_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,19,True,Video
tunnel_177_3DES_20_ICMP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,20,True,ICMP
tunnel_178_3DES_19_Video_IPv6_Transport.pcap,Transport,IPv6,3DES,19,True,Video
tunnel_178_AES-256-GCM_14_Video_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,14,True,Video
tunnel_179_3DES_19_VoIP_IPv4_Transport.pcap,Transport,IPv4,3DES,19,True,VoIP
tunnel_17_3DES_14_VoIP_IPv6_Tunnel.pcap,Tunnel,IPv6,3DES,14,True,VoIP
tunnel_17_AES-128-CBC_14_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-128-CBC,14,True,ICMP
tunnel_17_AES-256-GCM_20_Web_IPv4_Transport.pcap,Transport,IPv4,AES-256-GCM,20,True,Web
tunnel_180_3DES_14_Web_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Web
tunnel_180_AES-128-CBC_14_Email_IPv4_Transport.pcap,Transport,IPv4,AES-128-CBC,14,True,Email
tunnel_181_AES-128-CBC_19_ICMP_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,ICMP
tunnel_181_AES-256-GCM_19_ICMP_IPv6_Transport.pcap,Transport,IPv6,AES-256-GCM,19,True,ICMP
tunnel_182_AES-128-CBC_19_Video_IPv4_Tunnel.pcap,Tunnel,IPv4,AES-128-CBC,19,True,Video
tunnel_182_AES-256-CBC_20_Email_IPv6_Transport.pcap,Transport,IPv6,AES-256-CBC,20,True,Email
tunnel_183_3DES_14_Email_IPv6_Transport.pcap,Transport,IPv6,3DES,14,True,Email
